Date,Nedbank Eswatini,Royal Swazi Sugar,SWD Empowerment Limited,SWAPROP,Greystone,SBC Limited,Inala Capital Limited,NPC Limited,FNB Limited
2023-11-13,14.5,15.2,38,7.9,3.39,8.9,1.5,1,0
2023-11-12,14.5,15.2,38,7.9,3.39,8.9,1.5,1,0
2023-11-11,14.5,15.2,38,7.9,3.39,8.9,1.5,1,0
2023-11-10,14.5,15.2,38,7.9,3.39,8.9,1.5,1,0
2023-11-09,14.5,15.2,38,7.9,3.39,8.9,1.5,1,0
2023-11-08,14.5,15.2,38,7.9,3.39,8.9,1.5,0,0
2023-11-07,14.5,15.2,38,7.9,3.39,8.9,1.5,0,0
2023-11-06,14.5,15.2,38,7.9,3.39,8.9,1.5,0,0
2023-11-05,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-11-04,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-11-03,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-11-02,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-11-01,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-31,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-30,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-29,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-28,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-27,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-26,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-25,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-24,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-23,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-22,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-21,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-20,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-19,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-18,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-17,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-16,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-15,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-14,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-13,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-12,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-11,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-10,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-09,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-08,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-07,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-06,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-05,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-04,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-03,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-02,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-10-01,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-09-30,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-09-29,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-09-28,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-09-27,14.5,15.2,38,7.9,3.4,8.9,1.5,0,0
2023-09-26,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-25,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-24,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-23,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-22,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-21,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-20,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-19,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-18,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-17,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-16,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-15,14.5,15.2,38,7.9,3.2,8.9,1.5,0,0
2023-09-14,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-13,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-12,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-11,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-10,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-09,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-08,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-07,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-06,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-05,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-04,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-03,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-02,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-09-01,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-31,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-30,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-29,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-28,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-27,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-26,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-25,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-24,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-23,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-22,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-21,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-20,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-19,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-18,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-17,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-16,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-15,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-14,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-13,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-12,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-11,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-10,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
2023-08-09,14.5,15.2,38,7.9,3.2,8.9,1.4,0,0
